Baixar;Tratar;Metadados;Renomear;V. final sharepoint;Sigla;Nome do arquivo;Título PT-BR;Descrição PT-BR;Legenda PT-BR;Texto alt PT-BR;Título Inglês;Descrição Inglês;Legenda Inglês;Texto alt Inglês;Título Espanhol;Descrição Espanhol;Legenda Espanhol ;Texto alt Espanhol;;
OK;OK;OK;OK;OK;UFBA;UFBA_00;Brasão oficial da Universidade Federal da Bahia (UFBA);"A imagem apresenta o brasão oficial da Universidade Federal da Bahia sobre fundo preto. O escudo traz três tochas acesas no topo, um ramo folhado ao centro e faixas com o lema ""Virtute Spiritus"" e o ano ""1808"" na parte inferior.";Brasão oficial da Universidade Federal da Bahia. Foto: site UFBA.;"Brasão da UFBA com três tochas acesas, escudo com ramo de folhas e o lema ""Virtute Spiritus 1808"" em faixa azul.";Official coat of arms of the Federal University of Bahia (UFBA);"The image displays the official coat of arms of the Federal University of Bahia on a black background. The shield features three flaming torches at the top, a leafy branch in the center, and ribbons with the motto ""Virtute Spiritus"" and the year ""1808"".";Official coat of arms of the Federal University of Bahia. Photo: UFBA website.;"UFBA coat of arms featuring three flaming torches, a shield with a leafy branch, and the motto ""Virtute Spiritus 1808"".";Escudo oficial de la Universidad Federal de Bahía (UFBA);"La imagen muestra el escudo oficial de la Universidad Federal de Bahía sobre fondo negro. La insignia presenta tres antorchas encendidas en la parte superior, una rama con hojas al centro y cintas con el lema ""Virtute Spiritus"" y el año ""1808"".";Escudo oficial de la Universidad Federal de Bahía. Foto: sitio web de UFBA.;"Escudo de la UFBA con tres antorchas encendidas, blasón con rama de hojas y el lema ""Virtute Spiritus 1808"".";;
OK;OK;OK;OK;OK;UFBA;UFBA_01;Pórtico de entrada principal do campus da Universidade Federal da Bahia;"A imagem mostra o grande pórtico de entrada do campus universitário com o brasão e o nome ""UNIVERSIDADE FEDERAL DA BAHIA"" em destaque. Pessoas caminham pela calçada ao lado do acesso de veículos e da guarita em um dia ensolarado.";Pórtico de entrada do campus da Universidade Federal da Bahia. Foto: site UFBA.;"Pórtico cinza de entrada com o brasão e o nome ""UNIVERSIDADE FEDERAL DA BAHIA"" sobre guarita e portões.";Main entrance gate on the Federal University of Bahia campus;"The image shows the large entrance gate of the university campus featuring the crest and the text ""UNIVERSIDADE FEDERAL DA BAHIA"". Pedestrians walk on the sidewalk beside the vehicle access and security booth on a sunny day.";Main entrance gate of the Federal University of Bahia campus. Photo: UFBA website.;"Gray entrance archway displaying the coat of arms and text ""UNIVERSIDADE FEDERAL DA BAHIA"" over a security booth.";Pórtico de entrada principal del campus de la Universidad Federal de Bahía;"La imagen muestra el gran pórtico de entrada al campus universitario con el escudo y el nombre ""UNIVERSIDADE FEDERAL DA BAHIA"" destacado. Varias personas caminan por la acera junto al acceso vehicular y la garita en un día soleado.";Pórtico de entrada al campus de la Universidad Federal de Bahía. Foto: sitio web de UFBA.;"Pórtico gris de entrada con el escudo y el nombre ""UNIVERSIDADE FEDERAL DA BAHIA"" sobre garita y portones.";;
OK;OK;OK;OK;OK;UFBA;UFBA_02;Fachada do Palácio da Reitoria da Universidade Federal da Bahia;A imagem retrata o Palácio da Reitoria da UFBA, um casarão histórico de paredes brancas com imponentes colunas e varanda superior. O entorno é composto por jardins arborizados e uma rampa de acesso pavimentada.;Fachada do Palácio da Reitoria da UFBA no Canela. Foto: site UFBA.;Casarão histórico branco de dois andares com colunas neoclássicas na entrada e varanda superior cercado por árvores.;Facade of the Rectory Palace at the Federal University of Bahia;The image depicts the Rectory Palace of UFBA, a historic white mansion with imposing pillars and an upper balcony. The surrounding area features landscaped gardens and a paved entrance ramp.;Facade of the UFBA Rectory Palace in Canela. Photo: UFBA website.;Historic two-story white building featuring neoclassical pillars at the entrance, an upper balcony, and trees around.;Fachada del Palacio del Rectorado de la Universidad Federal de Bahía;La imagen retrata el Palacio del Rectorado de la UFBA, una casona histórica de paredes blancas con imponentes columnas y balcón superior. El entorno cuenta con jardines arbolados y una rampa de acceso pavimentada.;Fachada del Palacio del Rectorado de la UFBA en Canela. Foto: sitio web de UFBA.;Casona histórica blanca de dos plantas con columnas neoclásicas en la entrada y balcón superior rodeada de árboles.;;
OK;OK;OK;OK;OK;UFBA;UFBA_03;Vista panorâmica da Praça das Artes no campus da UFBA;A imagem apresenta uma vista aérea da Praça das Artes, localizada no campus de Ondina. O espaço conta com calçadões, áreas verdes gramadas e palmeiras, situando-se entre edifícios universitários com o horizonte urbano ao fundo.;Vista panorâmica da Praça das Artes no campus de Ondina da UFBA. Foto: site UFBA.;Vista aérea da Praça das Artes com calçadões claros, gramados e prédios universitários ao redor sob céu nublado.;Panoramic view of Praça das Artes on the UFBA campus;The image presents an aerial view of Praça das Artes, located on the Ondina campus. The open square features paved walkways, grassy areas, and palm trees set between university buildings with the city skyline in the background.;Panoramic view of Praça das Artes on the UFBA Ondina campus. Photo: UFBA website.;Aerial view of Praça das Artes featuring paved walkways, green lawns, and university buildings under a cloudy sky.;Vista panorámica de la Praça das Artes en el campus de la UFBA;La imagen presenta una vista aérea de la Praça das Artes, ubicada en el campus de Ondina. El espacio abierto cuenta con paseos peatonales, áreas verdes y palmeras, situado entre edificios universitarios con la ciudad al fondo.;Vista panorámica de la Praça das Artes en el campus de Ondina de la UFBA. Foto: sitio web de UFBA.;Vista aérea de la Praça das Artes con caminos pavimentados, áreas verdes y edificios universitarios alrededor.;;
OK;OK;OK;OK;OK;UFBA;UFBA_04;Biblioteca Universitária Reitor Macedo Costa no campus da UFBA;A imagem retrata o prédio da Biblioteca Universitária Reitor Macedo Costa no campus de Ondina. A edificação possui arquitetura modernista em concreto aparente e blocos cerâmicos, rodeada por árvores e vias de circulação de pedestres.;Fachada da Biblioteca Universitária Reitor Macedo Costa na UFBA. Foto: site UFBA.;Prédio modernista de concreto e tijolos da Biblioteca Reitor Macedo Costa, cercado por árvores e pedestres.;Reitor Macedo Costa University Library on the UFBA campus;The image depicts the Reitor Macedo Costa University Library building on the Ondina campus. The facility features modernist architecture with exposed concrete and ceramic tiles, surrounded by trees and pedestrian walkways.;Facade of the Reitor Macedo Costa University Library at UFBA. Photo: UFBA website.;Modernist concrete and brick building of the Reitor Macedo Costa Library surrounded by trees and walking students.;Biblioteca Universitaria Reitor Macedo Costa en el campus de la UFBA;La imagen retrata el edificio de la Biblioteca Universitaria Reitor Macedo Costa en el campus de Ondina. La estructura cuenta con arquitectura modernista en hormigón visto y bloques cerámicos, rodeada de árboles y paseos peatonales.;Fachada de la Biblioteca Universitaria Reitor Macedo Costa en la UFBA. Foto: sitio web de UFBA.;Edificio modernista de hormigón y ladrillo de la Biblioteca Reitor Macedo Costa rodeado de árboles y peatones.;;
;;OK;;;UFC;UFC_00;Brasão oficial da Universidade Federal do Ceará (UFC);"A imagem exibe o brasão oficial da Universidade Federal do Ceará sobre fundo branco. O escudo possui três tochas acesas no topo, uma faixa amarela com três carnaúbas ao centro e a faixa inferior com o lema ""Virtus Unita Fortior"".";Brasão oficial da Universidade Federal do Ceará. Foto: site UFC.;"Brasão da UFC com três tochas acesas, três carnaúbas em faixa amarela e o lema ""Virtus Unita Fortior"" em faixa branca.";Official coat of arms of the Federal University of Ceará (UFC);"The image displays the official coat of arms of the Federal University of Ceará on a white background. The emblem features three flaming torches at the top, a yellow diagonal band with three carnauba palm trees, and a ribbon with the motto ""Virtus Unita Fortior"".";Official coat of arms of the Federal University of Ceará. Photo: UFC website.;"UFC coat of arms with three flaming torches, three carnauba palms on a yellow band, and the motto ""Virtus Unita Fortior"".";Escudo oficial de la Universidad Federal de Ceará (UFC);"La imagen muestra el escudo oficial de la Universidad Federal de Ceará sobre fondo blanco. La insignia cuenta con tres antorchas encendidas en la parte superior, una franja amarilla con tres carnaúbas al centro y el lema ""Virtus Unita Fortior"" en una cinta inferior.";Escudo oficial de la Universidad Federal de Ceará. Foto: sitio web de UFC.;"Escudo de la UFC con tres antorchas encendidas, tres palmeras carnaúba en franja amarilla y el lema ""Virtus Unita Fortior"".";;
OK;OK;OK;OK;OK;UFC;UFC_01;Fachada histórica da Reitoria da Universidade Federal do Ceará;"A imagem mostra a fachada neoclássica em tons rosa e branco do prédio da Reitoria da UFC. A estrutura destaca o brasão oficial, o letreiro ""UNIVERSIDADE DO CEARÁ"" e colunas brancas, além de jardins bem cuidados em frente à edificação.";Fachada do prédio da Reitoria da UFC no campus do Benfica. Foto: site UFC.;Fachada do prédio da Reitoria da UFC no campus do Benfica. Foto: site UFC.;Historic Rectory building facade at the Federal University of Ceará;"The image shows the pink and white neoclassical facade of the UFC Rectory building. The structure features the official coat of arms, white columns, and the sign ""UNIVERSIDADE DO CEARÁ"", with well-kept gardens in the foreground.";Facade of the UFC Rectory building on the Benfica campus. Photo: UFC website.;"Pink and white neoclassical building featuring columns, the UFC coat of arms, and text reading ""UNIVERSIDADE DO CEARÁ"".";Fachada histórica del Rectorado de la Universidad Federal de Ceará;"La imagen muestra la fachada neoclásica en tonos rosa y blanco del edificio del Rectorado de la UFC. La estructura destaca el escudo oficial, columnas blancas y el letrero ""UNIVERSIDADE DO CEARÁ"", con jardines cuidados al frente.";Fachada del edificio del Rectorado de la UFC en el campus de Benfica. Foto: sitio web de UFC.;"Edificio neoclásico rosa y blanco con columnas, el escudo de la UFC y el letrero ""UNIVERSIDADE DO CEARÁ"" en la fachada.";;
OK;OK;OK;OK;OK;UFC;UFC_02;Vista interna da Unidade Didática II na UFC;A imagem mostra o interior da Unidade Didática II da Faculdade de Economia, Administração, Atuária e Contabilidade (FEAAC) em perspectiva inferior. A arquitetura destaca escadarias e pavimentos sobrepostos iluminados por claraboia no topo.;Interior da Unidade Didática II da FEAAC na UFC. Foto: site FEAAC/UFC.;Vista em ângulo inferior de escadaria central e andares em curva sob claraboia com luz natural.;Interior view of Teaching Unit II of FEAAC at UFC;The image displays the interior of Teaching Unit II at the Faculty of Economics, Administration, Actuarial Science and Accounting (FEAAC) from a low angle. The architecture features central staircases and stacked floor levels lit by a skylight.;Interior of Teaching Unit II of FEAAC at UFC. Photo: FEAAC/UFC website.;Low-angle view of a central staircase and curved floors under a glass skylight with natural light.;Vista interior de la Unidad Didáctica II de la FEAAC en la UFC;La imagen muestra el interior de la Unidad Didáctica II de la Facultad de Economía, Administración, Actuaría y Contabilidad (FEAAC) en contrapicado. La arquitectura destaca escaleras centrales y varios niveles iluminados por un tragaluz superior.;Interior de la Unidad Didáctica II de la FEAAC en la UFC. Foto: sitio web de FEAAC/UFC.;Vista en contrapicado de escalera central y plantas en curva bajo un tragaluz con luz natural.;;
OK;OK;OK;OK;OK;UFC;UFC_03;Sala de laboratório de informática na Universidade Federal do Ceará;A imagem mostra o interior de um laboratório de informática universitário bem estruturado. O espaço conta com várias mesas retangulares organizadas em fileiras, cadeiras giratórias pretas, quadro branco, tela de projeção e televisor ao fundo.;Laboratório de informática da Universidade Federal do Ceará. Foto: site FEAAC/UFC.;Sala de laboratório organizada com fileiras de mesas de madeira clara, cadeiras giratórias pretas e quadro branco.;Computer laboratory room at the Federal University of Ceará;The image shows the interior of a well-equipped university computer lab. The space features several rectangular wooden desks arranged in rows, black office chairs, a whiteboard, a projection screen, and a television in the background.;Computer lab at the Federal University of Ceará. Photo: UFC website.;Organized lab classroom with rows of light wooden desks, black swivel chairs, and a whiteboard at the front.;Sala de laboratorio de informática en la Universidad Federal de Ceará;La imagen muestra el interior de un laboratorio de informática universitario bien equipado. El espacio cuenta con varias mesas de madera dispuestas en filas, sillas giratorias negras, pizarra blanca, pantalla de proyección y televisor al fondo.;Laboratorio de informática en la Universidad Federal de Ceará. Foto: sitio web de UFC.;Sala de laboratorio organizada con filas de mesas de madera clara, sillas giratorias negras y pizarra blanca.;;
OK;OK;parcial;OK;OK;UFC;UFC_04;Prédio da Faculdade de Economia, Administração, Atuária e Contabilidade (FEAAC) da UFC;A imagem mostra a fachada histórica do prédio da Diretoria da Faculdade de Economia, Administração, Atuária e Contabilidade (FEAAC) da UFC, no campus do Benfica. A edificação em tons de terracota e branco possui arquitetura clássica com colunas ornamentadas, janelas arqueadas e o brasão oficial ao centro.;Fachada da Faculdade de Economia, Administração, Atuária e Contabilidade (FEAAC) da UFC no campus do Benfica. Foto: FEAAC/UFC.;Prédio histórico rosa e branco com colunas decorativas e o brasão oficial da UFC na fachada da FEAAC.;Faculty of Economics, Administration, Actuarial Science and Accounting (FEAAC) building at UFC;The image shows the historic facade of the Faculty of Economics, Administration, Actuarial Science and Accounting (FEAAC) building at UFC's Benfica campus. The terracotta and white structure features classical architecture with ornate columns, arched windows, and the official coat of arms at the center.;Facade of the Faculty of Economics, Administration, Actuarial Science and Accounting (FEAAC) building at UFC. Photo: UFC website.;Historic pink and white building with decorative columns and the official UFC coat of arms on the FEAAC facade.;Edificio de la Facultad de Economía, Administración, Actuaría y Contabilidad (FEAAC) de la UFC;La imagen muestra la fachada histórica del edificio de la Facultad de Economía, Administración, Actuaría y Contabilidad (FEAAC) de la UFC en el campus de Benfica. La estructura en tonos terracota y blanco presenta arquitectura clásica con columnas decorativas, ventanas arqueadas y el escudo oficial al centro.;Fachada de la Facultad de Economía, Administración, Actuaría y Contabilidad (FEAAC) de la UFC. Foto: sitio web de UFC.;Edificio histórico rosa y blanco con columnas decorativas y el escudo oficial de la UFC en la fachada de la FEAAC.;;
OK;OK;;OK;OK;UFCA;UFCA_00;;;;;;;;;;;;;;
OK;OK;;OK;OK;UFCA;UFCA_01;;;;;;;;;;;;;;
OK;OK;;OK;OK;UFCA;UFCA_02;;;;;;;;;;;;;;
OK;OK;;OK;OK;UFCA;UFCA_03;;;;;;;;;;;;;;
OK;OK;;OK;OK;UFCA;UFCA_04;;;;;;;;;;;;;;
;;;;;UFCAT;UFCAT_00;;;;;;;;;;;;;;
OK;OK;;;;UFCAT;UFCAT_01;;;;;;;;;;;;;;
OK;OK;;;;UFCAT;UFCAT_02;;;;;;;;;;;;;;
OK;OK;;;;UFCAT;UFCAT_03;;;;;;;;;;;;;;
OK;OK;;;;UFCAT;UFCAT_04;;;;;;;;;;;;;;
OK;;;;;UFCG;UFCG_00;;;;;;;;;;;;;;
OK;;;;;UFCG;UFCG_01;;;;;;;;;;;;;;
OK;;;;;UFCG;UFCG_02;;;;;;;;;;;;;;
OK;;;;;UFCG;UFCG_03;;;;;;;;;;;;;;
OK;;;;;UFCG;UFCG_04;;;;;;;;;;;;;;
;;OK;;;UFCSPA;UFCSPA_00;Logomarca oficial da Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA);A imagem apresenta o símbolo gráfico estilizado da UFCSPA em fundo branco. O logotipo na cor bege representa de forma minimalista a fachada do prédio principal da universidade, composta por retângulos e linhas simétricas que simulam suas janelas e andares.;Logomarca oficial da Universidade Federal de Ciências da Saúde de Porto Alegre. Foto: site UFCSPA.;Ilustração vetorial bege em estilo minimalista representando a fachada retangular do prédio da UFCSPA.;Official logo of the Federal University of Health Sciences of Porto Alegre (UFCSPA);The image displays the stylized graphic symbol of UFCSPA on a white background. The beige logo offers a minimalist depiction of the university's main building facade, using symmetric rectangular shapes and lines to represent its windows and floors.;Official logo of the Federal University of Health Sciences of Porto Alegre. Photo: UFCSPA website.;Minimalist beige vector emblem representing the rectangular building facade of UFCSPA.;Logotipo oficial de la Universidad Federal de Ciencias de la Salud de Porto Alegre (UFCSPA);La imagen muestra el símbolo gráfico estilizado de la UFCSPA sobre fondo blanco. El logotipo en color beige representa de forma minimalista la fachada del edificio principal de la universidad, compuesta por rectángulos y líneas simétricas que simulan sus ventanas y plantas.;Logotipo oficial de la Universidad Federal de Ciencias de la Salud de Porto Alegre. Foto: sitio web de UFCSPA.;Ilustración vectorial beige en estilo minimalista que representa la fachada rectangular del edificio de la UFCSPA.;;
OK;OK;parcial;;;UFCSPA;UFCSPA_01;Fachada principal do prédio da Universidade Federal de Ciências da Saúde de Porto Alegre;"A imagem mostra a fachada do prédio principal da UFCSPA em um ângulo ascendente. O grande edifício de vários andares apresenta estrutura em concreto e acabamento verde-oliva com fileiras uniformes de janelas. Em primeiro plano à esquerda, destaca-se um totem vertical escuro com a sigla ""UFCSPA"" e o nome por extenso, rodeado por árvores sob um céu azul parcialmente nublado.";Fachada do prédio principal da UFCSPA em Porto Alegre. Foto: site UFCSPA.;"Prédio alto de concreto e tom verde com totem de identificação escuro em primeiro plano onde se lê ""UFCSPA"".";Main building facade of the Federal University of Health Sciences of Porto Alegre;"The image displays the main building facade of UFCSPA from a low angle. The large multi-story building features a concrete structure in olive green tones with uniform rows of windows. In the foreground on the left, a dark vertical totem sign displays the acronym ""UFCSPA"" and its full name, surrounded by trees under a partially cloudy blue sky.";Main building facade of UFCSPA in Porto Alegre. Photo: UFCSPA website.;"Tall concrete and green building with a dark identification totem in the foreground reading ""UFCSPA"".";Fachada principal del edificio de la Universidad Federal de Ciencias de la Salud de Porto Alegre;"La imagen muestra la fachada del edificio principal de la UFCSPA en contrapicado. La grande edificación de varias plantas presenta una estructura de hormigón y acabados en verde oliva con filas uniformes de ventanas. En primer plano a la izquierda, destaca un tótem vertical oscuro con la sigla ""UFCSPA"" e o nome completo, rodeado de árboles bajo un cielo azul parcialmente nublado.";Fachada del edificio principal de la UFCSPA en Porto Alegre. Foto: sitio web de UFCSPA.;"Edificio alto de hormigón y tono verde con tótem de identificación oscuro en primer plano que dice ""UFCSPA"".";;
OK;OK;parcial;;;UFCSPA;UFCSPA_02;Espaço expositivo do Museu de Anatomia da UFCSPA;A imagem mostra o interior do Museu de Anatomia da Universidade Federal de Ciências da Saúde de Porto Alegre. O ambiente moderno exibe esqueletos humanos montados em posições dinâmicas, modelos anatômicos em vitrines transparentes de acrílico e quadros artísticos ao fundo sobre painéis de madeira.;Exposição de peças anatômicas no Museu de Anatomia da UFCSPA. Foto: site UFCSPA.;Sala de museu com esqueletos humanos em posições anatômicas, vitrines de vidro e quadros na parede de madeira ao fundo.;Exhibition area of the Anatomy Museum at UFCSPA;The image displays the interior of the Anatomy Museum at the Federal University of Health Sciences of Porto Alegre. The modern gallery features human skeletons mounted in dynamic poses, anatomical specimens in transparent acrylic display cases, and artistic paintings on wooden wall panels in the background.;Exhibition of anatomical specimens at the UFCSPA Anatomy Museum. Photo: UFCSPA website.;Museum room featuring human skeletons in expressive poses, glass display cases, and art paintings on a wooden wall.;Espacio expositivo del Museo de Anatomía de la UFCSPA;La imagen muestra el interior del Museo de Anatomía de la Universidad Federal de Ciencias de la Salud de Porto Alegre. El espacio moderno exhibe esqueletos humanos montados en poses dinámicas, modelos anatómicos en vitrinas transparentes de acrílico y cuadros artísticos al fondo sobre paneles de madera.;Exposición de piezas anatómicas en el Museo de Anatomía de la UFCSPA. Foto: sitio web de UFCSPA.;Sala de museo con esqueletos humanos en poses anatómicas, vitrinas de vidrio y cuadros en la pared de madera al fondo.;;
OK;OK;parcial;;;UFCSPA;UFCSPA_03;Sala de estudos e acervo da Biblioteca da UFCSPA;A imagem mostra o amplo salão interno da Biblioteca da Universidade Federal de Ciências da Saúde de Porto Alegre. O espaço conta com estantes de livros numeradas ao fundo e bancadas com computadores para pesquisa ocupadas por estudantes em primeiro plano, sob iluminação moderna.;Sala de pesquisa e acervo na Biblioteca da UFCSPA. Foto: site UFCSPA.;Salão de biblioteca iluminado com estudantes utilizando computadores em bancadas vermelhas e estantes de livros numeradas ao fundo.;Study room and book stacks at the UFCSPA Library;The image shows the spacious main hall of the Library at the Federal University of Health Sciences of Porto Alegre. The facility features numbered bookshelves in the background and computer workstations for research occupied by students in the foreground, under modern lighting.;Research hall and book stacks at the UFCSPA Library. Photo: UFCSPA website.;Well-lit library hall with students using desktop computers on red desks, with numbered book stacks in the background.;Sala de estudios y colección de la Biblioteca de la UFCSPA;La imagen muestra la amplia sala principal de la Biblioteca de la Universidad Federal de Ciencias de la Salud de Porto Alegre. El espacio cuenta con estanterías de libros numeradas al fondo y escritorios con ordenadores para investigación ocupados por estudiantes en primer plano, bajo iluminación moderna.;Sala de investigación y colección en la Biblioteca de la UFCSPA. Foto: sitio web de UFCSPA.;Salón de biblioteca iluminado con estudiantes usando ordenadores en escritorios rojos y estanterías de libros numeradas al fondo.;;
OK;OK;parcial;;;UFCSPA;UFCSPA_04;Entrada do Restaurante Universitário (RU) da UFCSPA;"A imagem mostra o acesso ao Restaurante Universitário da Universidade Federal de Ciências da Saúde de Porto Alegre. Em primeiro plano à direita, destaca-se um cartaz azul com a sigla ""RU"" em branco e o texto ""Restaurante Universitário"" em laranja; à esquerda, veem-se as catracas eletrônicas de controle de acesso e o espaço interno do restaurante ao fundo.";Entrada com catracas do Restaurante Universitário (RU) da UFCSPA. Foto: site UFCSPA.;"Cartaz azul com as letras ""RU"" e ""Restaurante Universitário"" na parede ao lado de catracas pretas de controle de acesso.";Entrance to the University Restaurant (RU) at UFCSPA;"The image shows the entrance to the University Restaurant at the Federal University of Health Sciences of Porto Alegre. On the right foreground, a blue poster features the white letters ""RU"" and the text ""Restaurante Universitário"" in orange; on the left, electronic turnstiles for access control lead into the dining hall in the background.";Turnstile entrance to the UFCSPA University Restaurant (RU). Photo: UFCSPA website.;"Blue sign on the wall reading ""RU"" and ""Restaurante Universitário"" next to black entry turnstiles.";Entrada del Restaurante Universitario (RU) de la UFCSPA;"La imagen muestra el acceso al Restaurante Universitario de la Universidad Federal de Ciencias de la Salud de Porto Alegre. En primer plano a la derecha, destaca un cartel azul con las letras ""RU"" en blanco y el texto ""Restaurante Universitário"" en naranja; a la izquierda, se observan los torniquetes electrónicos de acceso e el espacio interior al fondo.";Entrada con torniquetes del Restaurante Universitario (RU) de la UFCSPA. Foto: sitio web de UFCSPA.;"Cartel azul con las letras ""RU"" y ""Restaurante Universitário"" en la pared junto a torniquetes negros de acceso.";;
OK;;;;;UFDPAR;UFDPAR_00;;;;;;;;;;;;;;
OK;;;;;UFDPAR;UFDPAR_01;;;;;;;;;;;;;;
OK;;;;;UFDPAR;UFDPAR_02;;;;;;;;;;;;;;
OK;;;;;UFDPAR;UFDPAR_03;;;;;;;;;;;;;;
OK;;;;;UFDPAR;UFDPAR_04;;;;;;;;;;;;;;
;;parcial;;;UFERSA;UFERSA_00;Logomarca oficial da Universidade Federal Rural do Semi-Árido (UFERSA);"A imagem apresenta o logotipo oficial da Universidade Federal Rural do Semi-Árido sobre fundo branco. A marca é composta pela sigla ""UFERSA"" em letras maiúsculas na cor azul-marinho, emoldurada superior e inferiormente por faixas na cor verde com o nome institucional por extenso em letras brancas.";Logomarca oficial da Universidade Federal Rural do Semi-Árido. Foto: site UFERSA.;Logotipo da UFERSA com a sigla centralizada em azul-marinho entre duas faixas verdes horizontalizadas com o nome da instituição em letras brancas.;;;;;;;;;;
OK;OK;parcial;;;UFERSA;UFERSA_01;Letreiro de identificação na entrada do campus da UFERSA;"A imagem mostra o letreiro de entrada da Universidade Federal Rural do Semi-Árido em Mossoró. Em primeiro plano, destaca-se um muro/mureta bege com a sigla ""UFERSA"" em letras azuis em relevo, acompanhado por área gramada e o prédio da portaria em alvenaria vermelha ao fundo.";Letreiro de identificação na entrada do campus da UFERSA. Foto: site UFERSA.;"Muro baixo na cor bege com letras azuis em relevo formando a palavra ""UFERSA"" sobre um gramado verde.";;;;;;;;;;
OK;OK;parcial;;;UFERSA;UFERSA_02;Fachada do espaço Casa da Leitura na UFERSA;A imagem mostra a fachada da Casa da Leitura no campus da Universidade Federal Rural do Semi-Árido. O imóvel térreo de paredes brancas conta com uma varanda frontal decorada com pinturas murais coloridas inspiradas na flora e fauna da Caatinga, além de um banco de madeira, vasos de plantas e placas de identificação do projeto.;Fachada da Casa da Leitura na UFERSA. Foto: site UFERSA.;Casa térrea branca com varanda decorada por murais artísticos coloridos de árvores, cactos e animais da Caatinga.;;;;;;;;;;
OK;OK;parcial;;;UFERSA;UFERSA_03;Fachada da Biblioteca Central Orlando Teixeira na UFERSA;A imagem mostra a fachada da Biblioteca Central Orlando Teixeira no campus Leste da Universidade Federal Rural do Semi-Árido em Mossoró. O prédio de arquitetura moderna apresenta paredes frontais em cobogós brancos, telhado de cerâmica, letreiros de identificação, placas de sinalização e vegetação ao redor sob céu claro.;Fachada da Biblioteca Central Orlando Teixeira na UFERSA. Foto: site UFERSA.;"Prédio de dois andares com detalhes em cobogós brancos e placas com a inscrição ""Biblioteca Central Orlando Teixeira"".";;;;;;;;;;
OK;OK;parcial;;;UFERSA;UFERSA_04;Fachada do Restaurante Universitário (RU) da UFERSA;"A imagem mostra a entrada do Restaurante Universitário da Universidade Federal Rural do Semi-Árido. O prédio térreo possui acabamento em tons de azul e cinza, com o letreiro ""Restaurante Universitário"" em destaque. A edificação é cercada por vegetação verdejante, com motocicletas estacionadas à esquerda e uma pessoa caminhando pela calçada à direita.";Fachada do Restaurante Universitário da UFERSA. Foto: site UFERSA.;"Edifício térreo azul e cinza com a inscrição ""Restaurante Universitário"" na parede, rodeado de árvores e plantas.";;;;;;;;;;
;;;;;UFES;UFES_00;;;;;;;;;;;;;;
OK;OK;;;;UFES;UFES_01;;;;;;;;;;;;;;
OK;OK;;;;UFES;UFES_02;;;;;;;;;;;;;;
OK;OK;;;;UFES;UFES_03;;;;;;;;;;;;;;
OK;OK;;;;UFES;UFES_04;;;;;;;;;;;;;;
OK;;;;;UFF;UFF_00;;;;;;;;;;;;;;
OK;;;;;UFF;UFF_01;;;;;;;;;;;;;;
OK;;;;;UFF;UFF_02;;;;;;;;;;;;;;
OK;;;;;UFF;UFF_03;;;;;;;;;;;;;;
OK;;;;;UFF;UFF_04;;;;;;;;;;;;;;
;;parcial;;;UFFS;UFFS_00;Logomarca oficial da Universidade Federal da Fronteira Sul (UFFS);"A imagem apresenta a marca gráfica estilizada da Universidade Federal da Fronteira Sul em fundo transparente. O logotipo verde-escuro combina três chamas/folhas estilizadas curvadas para cima sobre a sigla ""UFFS"" em letras maiúsculas e fonte encorpada.";Logomarca oficial da Universidade Federal da Fronteira Sul. Foto: site UFFS.;"Logotipo verde-escuro da UFFS composto por três formas estilizadas semelhantes a chamas acima da sigla ""UFFS"".";;;;;;;;;;
OK;OK;parcial;;;UFFS;UFFS_01;Fachada do Bloco dos Professores no campus da UFFS;"A imagem mostra a fachada do prédio do Bloco dos Professores da Universidade Federal da Fronteira Sul. A edificação de dois andares possui arquitetura em blocos nas cores branca, azul e verde, exibindo a logomarca da instituição na parede. Em primeiro plano, há um gramado arborizado com o monumento decorativo onde se lê ""EU ❤️ UFFS"".";Fachada do Bloco dos Professores da UFFS. Foto: site UFFS.;"Fachada de prédio acadêmico nas cores branca, azul e verde com monumento decorativo ""EU ❤️ UFFS"" em primeiro plano.";;;;;;;;;;
OK;OK;parcial;;;UFFS;UFFS_02;Prédio da Biblioteca no campus da UFFS;A imagem mostra a fachada do prédio da Biblioteca da Universidade Federal da Fronteira Sul. A edificação moderna de três andares combina tons de amarelo, cinza e verde, com uma grande fachada de vidro espelhado ao centro. Em primeiro plano, há um pátio de solo exposto utilizado como estacionamento para diversos carros, sob céu azul.;Fachada do prédio da Biblioteca da UFFS com estacionamento em primeiro plano. Foto: site UFFS.;Edifício moderno de três andares nas cores amarelo, cinza e verde com grande fachada espelhada e carros estacionados na frente.;;;;;;;;;;
OK;OK;parcial;;;UFFS;UFFS_03;Fachada do Hospital de Caridade de Carazinho (HCC);A imagem mostra a fachada moderna do prédio do Hospital de Caridade de Carazinho (HCC), instituição de saúde parceira da UFFS. A edificação em tons neutros de cinza possui ampla fachada de vidro espelhado, marquise de entrada e uma área externa com jardins gramados, palmeiras e rampas de acesso com acabamento em madeira.;Fachada do Hospital de Caridade de Carazinho (HCC). Foto: site UFFS.;Edifício hospitalar moderno em tons de cinza com grande fachada de vidro e jardim com rampas de acesso em primeiro plano.;;;;;;;;;;
